Noticia,Rotulo
"Salgueiro tem mínima de 19ºC neste sábado (17); veja a previsão do tempo  

a cidade de salgueiro, no estado de pernambuco, terá um sábado (17) quente. a previsão para cidade é de temperatura mínima de 19ºc enquanto a máxima será de 31ºc. o município deve ter predomínio de sol e pouca variação de nuvens. as informações são do jornal do tempo, da somar meteorologia. salgueiro terá 22ºc de temperatura na madrugada. os termômetros baixam para 19ºc no período da manhã na cidade pernambucana, enquanto, à tarde, sobem para 31ºc. à noite, o clima fica nos 29ºc.veja as previsões ao longo do dia:madrugada: 22ºcmanhã: 19ºctarde: 31ºcnoite: 29ºc salgueiro não tem previsão de chuvas para este sábado.",fake
"EUA: Supermercado adota sentido único em corredores para evitar aglomeração  

a rede de supermercados norte-americana adotou uma nova medida para diminuir aglomerações de pessoas no interior das lojas. a partir de hoje, as unidades da giant eagle terão corredores com sentido único. antes, a rede já havia adotado um controle de entrada de clientes, limitando a quantidade de ocupantes. os estados unidos são o país mais afetado pelo coronavírus.</s>",fake
"Cármen Lúcia dá 24h para GSI e Abin explicarem ajuda a Flávio Bolsonaro  

a ministra do supremo tribunal federal (stf) cármen lúcia determinou nesta segunda-feira (14) que a agência brasileira de inteligência (abin) e o gabinete de segurança institucional (gsi) da presidência da república prestem informações, em 24 horas, sobre supostos relatórios produzidos para orientar a defesa do senador flávio bolsonaro (republicanos-rj) no caso das ""rachadinhas"". segundo cármen lúcia, a suposta produção dos documentos é ""grave"" e o tribunal tem entendimentos consolidades que proíbem o uso de órgãos públicos para fins pessoais. (...) leia íntegra no g1.",fake
"Prioridade do governo é prorrogar auxílio emergencial e criar Renda Brasil

a prioridade do governo de jair bolsonaro neste segundo semestre não são as reformas tributária nem administrativa, mas aprovar no congresso nacional a prorrogação do auxílio emergencial e a criação do programa social renda brasil. o palácio do planalto já orientou alguns líderes a começar as negociações neste sentido. segundo um assessor presidencial, isso não significa que o governo não tenha interesse em aprovar a reforma tributária, pelo contrário. porém, esse assessor destaca que o enfrentamento da pandemia do novo coronavírus demanda manter uma proteção social às faixas mais vulneráveis da população nos próximos meses. além disso, há o componente político. o auxílio emergencial aumentou a aprovação de bolsonaro, principalmente na região nordeste, onde ele perdeu na eleição presidencial de 2018.",fake
"Saúde reforça assistência a indígenas durante pandemia do coronavírus

o ministério da saúde investiu cerca de r$ 70 milhões em ações específicas de proteção aos indígenas para enfrentamento da covid-19. cerca de 1 milhão de itens entre equipamentos e insumos foram enviados aos 34 dsei do país a secretaria especial de saúde indígena (sesai) reforçou o atendimento desde o início do ano. as ações de informação, prevenção e combate ao coronavírus foram realizadas por mais de 6 mil aldeias de 305 etnias no país. entre os equipamentos de proteção individual, insumos e medicamentos, foram entregues aos 34 distritos sanitários especiais indígenas.</s>",fake
"Sociedade de Imunizações volta a criticar Bolsonaro: 'Cria clima de medo'  

a sbim (sociedade brasileira de imunizações) divulgou uma nota criticando a declaração do presidente jair bolsonaro a respeito da vacinação de crianças contra a covid-19. o presidente voltou a criticar a anvisa (agência nacional de vigilância sanitária) pelo aval à vacinação infantil e, em tom alarmista e sem fundamento científico, colocou em dúvida a eficácia imunizante da pfizer para crianças de 5 a 11 anos.</s>",fake
"Guindaste de obra do monotrilho na zona leste de SP amanhece tombado  

um guindaste, que estava sendo utilizado nas obras do monotrilho, linha 15-prata do metrô de são paulo, tombou na madrugada de hoje na zona leste. o incidente ocorreu na avenida luiz ignácio de anhaia melo, próximo ao cruzamento com a avenida paes de barros. o corpo de bombeiros chegou a ser acionado por volta das 3h da manhã. felizmente, não havia vítimas e a corporação deixou o local em segurança. no entanto, na manhã de hoje, o incidente atrapalhou o trânsito e alguns trajetos de linhas de ônibus tiveram que ser alteradas por conta do tombamento. até a última atualização, realizada às 11h40, a sptrans informou que foram seis trajetos afetados. os desvios estão sendo realizados desde as 6h50 nas seguintes linhas:",fake
"Reino Unido vai aceitar entrada de brasileiros vacinados com CoronaVac  

o governo britânico anunciou nesta segunda (08) que passará a aceitar a entrada de estrangeiros imunizados com vacinas aprovadas emergencialmente pela organização mundial de saúde (oms). a nova medida inclui sinovac/coronavac, aplicada no brasil, e entra em vigor no dia 22 de novembro. segundo informações oficiais, para ingresso no território britânico, estrangeiros ingressos de países fora da lista vermelha devem ter sido vacinados com a dose final (ou única, no caso da jansen) 14 dias antes do embarque e devem comprovar a imunização completa. além da sinovac, as vacinas sinopharm beijing, covaxin, astrazeneca covishield, astrazeneca vaxzevria e moderna takeda também passam a ser aceitas em território do reino unido a partir do dia 22 e se unem às já autorizadas oxford/astrazeneca, pfizer biontech, moderna ejanssen.",fake
"Ministro Pazuello e Queiroga recebem primeiras doses da vacina da AstraZeneca/Oxford produzidas na Fiocruz

o ministro da saúde, eduardo pazuello, e o médico cardiologista marcelo queiroga, indicado à pasta, receberam as primeiras doses da vacina contra a covid-19 produzidas pela fundação oswaldo cruz (fiocruz). o lote contém 1.080.000 doses do imunizante da astrazeneca/oxford fabricado no brasil com matéria-prima importada: 500 mil serão disponibilizadas ao programa nacional de imunizações (pni) nesta quarta e outras 580 mil até sexta (19/03). a previsão é de que o lote seja enviado aos estados e distrito federal nos próximos dias. “essa entrega é muito simbólica. o ministério da saúde já possui mais de 562 milhões de doses contratadas e que serão distribuídas para todo o brasil em 2021.</s>",fake
"Papa aparece sorridente em 1ª audiência pública em 6 meses e apela pelo Líbano  

o papa francisco realizou sua audiência geral semanal semanal semanal com público pela primeira vez em seis meses. a audiência foi realizada no pátio san damaso do palácio apostólico do vaticano. os visitantes passaram por medições de temperatura ao entrar no vaticano, e quase todos da plateia de cerca de 500 pessoas usavam máscaras. o público se sentou em cadeiras arranjadas para garantir o distanciamento social.</s>",fake
"Jair Renan Bolsonaro é intimado para prestar depoimento à PF sobre suspeita de vantagem indevida de empresário

a polícia federal intimou o filho mais novo do presidente jair bolsonaro para prestar depoimento em inquérito que apura suposto pagamento de propina por empresários com interesses na administração pública. a investigação tramita na superintendência da polícia federal do distrito federal. documento do inquérito aponta que houve associação de jair renan com outras pessoas. o núcleo empresarial apresenta cerne em conglomerado minerário/agropecuário, empresa de publicidade e outros empresários. depois, a pf produzirá o relatório final. as suspeitas envolvem a utilização da empresa de eventos dele, a bolsonaro jr eventos e mídia, para promover articulações entre a gramazini granitos e mármores thomazini, grupo empresarial que atua nos setores de mineração e construção e o ministro do desenvolvimento regional, rogério marinho. um mês após a doação de um carro elétrico, o ministro da fazenda, jorge lucena, um dos parceiros comerciais do filho do presidente, com um veículo elétrico avaliado em r$ 90 mil. o encontro foi marcado a pedido de um assessor especial da presidência. o advogado do deputado, frederick wassef, disse que não poderia comentar a intimação de seu cliente porque o inquérito corre em segredo de justiça.</s>",fake
"'Governo medíocre'; 'loucos negacionistas': Queiroga e Doria trocam farpas  

o ministro da saúde, marcelo queiroga, e o governador de são paulo, joão doria, voltaram a trocar farpas e acusações nas redes sociais nesta quinta-feira (23). a confusão começou depois que o ministro da saúde disse que crianças com idade de 5 a 11 anos devem participar do pni (plano nacional de imunização), contra a covid-19. doria rebateu a declaração de que não há limite aceitável para mortes de crianças e aproveitou a oportunidade para alfinetar os que ele definiu como “loucos negacionistas”.</s>",fake
"Comer diante da TV pode prejudicar desenvolvimento da linguagem das crianças, diz estudo francês

a televisão não substitui as interações em família no momento das refeições: um estudo realizado pelo instituto nacional da saúde e da pesquisa médica da frança destaca a importância das trocas verbais entre adultos e crianças para o aprendizado da linguagem. as crianças de 3 a 6 anos passam, em média, cerca de duas horas por dia diante das telas de tv, smartphones e tablets. os estudos não abordaram a relação entre o tempo em frente à televisão, smartphone, tablet e computadores. os pesquisadores acompanharam 1.562 crianças durante vários anos. a relação com a linguagem é uma prática social e a interação humana desempenha um papel importante no desenvolvimento da capacidade de comunicação infantil.</s>",fake
"Fusão nuclear: como é o poderoso 'sol artificial' com que a China espera gerar energia limpa

a energia de fusão nuclear é uma promessa que se busca tornar realidade há décadas em vários países. e agora a china disse estar um passo mais perto do feito. autoridades chineses anunciaram no fim de semana (5 e 6/12) que colocaram em funcionamento um reator direcionado para a meta de gerar energia por fusão nuclear. o equipamento chamado hl-2m tokamak está localizado na cidade de chengdu, capital da província de sichuan, no sudoeste da china. as altas temperaturas geradas pelo ""sol artificial"" são fundamentais para obter a fusão nuclear, um processo tido por anos como uma maneira de produzir energia limpa e praticamente inesgotável.",fake
"OMS lança apelo por US$ 675 milhões para combate ao coronavírus  

o fundo mundial da saúde (oms) lançou hoje um pedido de fundos de us$ 675 milhões para combater a epidemia de coronavírus. de acordo com o diretor da oms, tedros adhanom gebreyesus, em coletiva de imprensa, disse que o dinheiro é muito menos do que a conta que teremos que pagar se não investirmos na preparação. a agência especializada das nações unidas enviaria primeiro equipamentos de proteção para 24 países, incluindo 500 mil máscaras e 350 mil luvas.</s>",fake
"Fim do confinamento em bairro de Hong Kong, que confirma 13 casos de covid  

hong kong encerrou hoje o confinamento de um bairro, o primeiro ordenado pelas autoridades desde o início da pandemia, que permitiu identificar 13 casos de covid-19 entre os 7.000 residentes testados, gerando um debate sobre a eficácia de tal medida. no fim de semana, a polícia foi mobilizada para isolar cerca de 150 prédios no bairro jordan, uma das áreas mais pobres e densamente povoadas de hong kong, onde surtos surgiram recentemente. as autoridades foram de porta em porta para forçar os residentes a fazerem o teste. dos cerca de 7.000 exames realizados, apenas 0,17% foram positivos para o novo coronavírus.",fake
"Anvisa começa a fiscalizar voos vindos do Reino Unido

a agência nacional de vigilância sanitária (anvisa) anunciou medidas de controle sanitário para voos internacionais de são paulo e rio de janeiro (galeão/tom jobim). as medidas foram tomadas após países do mundo proibirem voos do reino unido. o brasil segue recebendo voos do país europeu, mas, a partir de agora, com ações de controle no desembarque. o avião chegou ao galeão por volta das 19h40. entre as medidas, estão: fiscalização no interior da aeronave, solicitação de informações sobre passageiros e tripulantes à empresa aérea e acompanhamento do trânsito dos passageiros até a área de imigração para orientar sobre distanciamento social.</s>",fake
"Prefeito de Araraquara é ameaçado após lockdown reduzir casos de covid  

edinho silva (pt), prefeito de araraquara, a 270 quilômetros de são paulo, recebeu ameaças na internet um mês após declarar lockdown. a medida ocorreu pelo colapso nos hospitais da cidade devido às contaminações pelo novo coronavírus. em uma publicação na rede social facebook, internautas ameaçaram ir ""encapuzados"" até a casa do político. ""ia esfaquear ele de baixo para cima"", ameaçou uma das pessoas. além das ameaças, houve quem publicou o endereço onde edinho silva mora com a família. ""aqui tem coragem. queria só um round com ele primeiro"", escreveu um dos homens que o ameçaram.",fake
"Governo contraria lei e compromisso na ONU ao dar espaço contra vacinação  

a declaração do presidente jair bolsonaro de que ninguém será obrigado a tomar vacina derruba uma campanha que o governo brasileiro havia se comprometido a promover em reuniões com outros países em 2019. numa sala lotada na sede da onu (organização das nações unidas) em genebra, em maio do ano passado, um grupo de elite da saúde mundial se aliava para anunciar uma campanha urgente: derrubar a desinformação sobre vacinas e reverter uma tendência dos últimos anos de cobertura de vacinas. na liderança do projeto estavam quatro personalidades: tedros ghebreyesus, diretor-geral da oms, chefes de saúde dos eua, canadá e ue (união europeia). o governo brasileiro tinha fechado um acordo com americanos e europeus para inventivar o mundo a uma campanha pró-vacinação.</s>",fake
"Várias cidades do país têm panelaços durante fala de Bolsonaro  

enquanto jair bolsonaro (sem partido) discursava aos apoiadores que estiveram hoje na esplanada dos ministérios, em brasília, em várias cidades do país aconteceram panelaços contra o presidente. no rio, as manifestações mais marcantes contra bolsonaro foram verificadas na zona sul: flamengo",fake
"CFM diz que vacina possibilita redução do número de casos de covid-19  

o conselho federal de medicina (cfm) divulgou uma nota na qual se manifesta favorável à vacinação contra a covid-19. a manifestação se dá após a agência nacional de vigilância sanitária (anvisa) ter dado o aval positivo em relação à segurança e à eficácia dos imunizantes. de acordo com o cfm, os resultados divulgados apontam taxas de eficácia que tornam possível a redução do número de casos da doença. a imunização de grande parcela da população é fundamental para que haja redução significativa da circulação do vírus e a retomada plena das atividades econômicas e das relações sociais.</s>",fake
"Bolsonaro anuncia reunião de Conselho e repete que manifestação é 'ultimato'  

a manifestação de apoiadores do chefe do planalto foi marcada por ataques ao supremo tribunal federal e ao congresso. mantendo o tom de ofensas, bolsonaro classificou a manifestação como um ultimato aos poderes e um marco para uma nova história no país. o conselho da república é dirigido pelo presidente da república e composto por vice-presidentes, presidentes da câmara dos deputados e do senado, líderes da maioria e da minoria nas duas casas, o ministro da justiça e seis cidadãos brasileiros com idade superior a 35 anos. a reunião será realizada com a presença de maioria dos conselheiros. os apoiadores do líder do planalto ostentavam faixas de ataques ao stf, ao congresso nacional. o presidente do planalto disse que não quer ruptura, mas renovou o discurso de que a liberdade estaria em risco no brasil. o discurso não foi marcado por ofensas ao supremo tf, mas de que não podemos admitir que uma pessoa coloque em risco a nossa democracia. os manifestantes se dispersaram. bolsonaro deve discursar em são paulo por volta das 16 horas no ato da avenida paulista.</s>",fake
"Microsoft Teams ganha opção para conversar com amigos e familiares

a microsoft anunciou que o teams, plataforma de videochamadas e chats, agora pode ser usado para conversar com amigos e familiares. a novidade compete com o skype, que também pertence à empresa. lançado em 2016, o teams tinha foco em empresas e estudantes. com a atualização desta segunda-feira (17), chegam recursos para o uso pessoal. as ligações individuais funcionam por até 24 horas seguidas, gratuitamente. o software permite ainda criar salas que reúnem até 300 pessoas simultaneamente. futuramente, a microsoft deve impor um limite de 60 minutos para chamadas em grupo com até 100 participantes. a companhia disse que a opção seguirá gratuita ""até segunda ordem"", por causa da pandemia.",fake
"Promoter operada por médico colombiano ficou 16 dias em CTI: 'Eu ia morrer'  

após a morte da diarista maria jandimar rodrigues, de 39 anos, outra paciente operada pelo médico brad alberto castrillón sanmiguel diz que ficou 23 dias internada após realizar o mesmo procedimento estético, a hidrolipo, sendo 16 em terapia intensiva. ao uol, a promoter daiana frança, de 28 anos, relata que no dia 4 de novembro realizou a intervenção na barriga e fez um preenchimento no bumbum. após o procedimento, precisou ser internada com infecção generalizada, passando 16 dias no cti (centro de terapia intensivo). a partir do segundo dia [de procedimento] eu comecei a ter febre. o médico disse que em dois dias eu poderia voltar a trabalhar, o que eu fiz. depois, ele me deu duas injeções. ele me enrolou por nove dias com tratamento paliativo em casa. daiana</s>",fake
"Só China e Índia entre 48 países viram PIB crescer durante a pandemia  

o sincronismo dos impactos da pandemia de covid-19 em todo o mundo fez com que apenas dois países - china e índia - registrassem crescimento econômico num levantamento sobre o desempenho do pib (produto interno bruto) em 48 países, feito pela austin rating. segundo o economista-chefe da agência de classificação de risco, alex agostini, nem mesmo durante a crise financeira, o banco mundial divulgou projeções para 2020 para o ano, numa série iniciada em 1870, em que a maior proporção de países apresentará retração na renda per capita ao mesmo tempo. em 2020, 92,9% das economias do mundo deverão registrar quedas. o recorde anterior foi em 1931, quando 83,8% dos países viram a renda perca cair. no segundo trimestre, o melhor desempenho ficou com a china (+11,5%), mas o gigante asiático é o único país do mundo que está à frente da crise.</s>",fake
"Consumidor de SP pode pedir bloqueio de telemarketing por WhatsApp e SMS; veja como fazer

os consumidores do estado de são paulo agora podem pedir o bloqueio de contatos de telemarketing via whatsapp e sms por meio do portal ""não me ligue"", mantido pelo procon-sp. o cadastro para não receber mais ligações oferecendo produtos ou cobranças existe desde 2009 no estado, mas uma nova lei que passou a valer na quarta-feira passada (10) amplia a restrição ao telemarketing para as mensagens. as pessoas podem cadastrar seu número de telefone no portal ""não me ligue"", preenchendo uma ficha com os dados pessoais. é possível incluir até cinco linhas telefônicas fixas ou de celular por cpf. o cadastro é válido apenas para números do estado de são paulo (ddds 11 a 19).",fake
"Para conter polícia, DF prevê promoções  

o clima no congresso e nos tribunais superiores foi de tensão e temor por causa de possíveis atos de vandalismo na capital federal. o centro de operações de brasília (ciob) trabalha na definição de estratégias de segurança de autoridades e dos locais públicos. as providências tratadas envolvem reforço de agentes no entorno do supremo tribunal federal e do tribunal superior eleitoral (tse) e fechamento da praça dos três poderes, onde fica a sede da corte. pelo menos mil policiais foram mobilizados, incluindo equipes de atiradores especiais que se posicionavam nas coberturas dos prédios. a disposição da pm do distrito federal para agir com firmeza contra bolsonaristas radicais é vista com desconfiança no supremo, na câmara e no senado. autoridades temem um ataque semelhante ao ocorrido no capitólio, nos eua, e dizem que o principal anteparo só poderá ser feito pela pm comandada por ibaneis. o decreto das promoções, em 2021, vai beneficiar 2.495, de praças a oficiais, sem contar os bombeiros. para a assinatura do decreto, o subtenente jair dias reuniu secretários, deputados distritais e federais e a ministra da secretaria de governo, flávia arruda.</s>",fake
"Para governo, cenário externo afetou PIB de 2019 e coronavírus impõe desafio para 2020

o ministério da economia apontou o baixo crescimento global e a crise na argentina como fatores que influenciaram o desempenho do produto interno bruto (pib) de 2019. para o ministério, a epidemia do coronavírus, iniciada na china, tornou o cenário para 2020 mais desafiador. no ano passado, o pib cresceu 1,1%.</s>",fake
"Corte salarial e dívidas preocupam rivais na briga pela presidência do SPFC  

em dezembro, o são paulo vai promover a eleição presidencial. no morumbi, a chapa de coalização, com júlio casares e olten ayres de abreu júnior, e os pré-candidatos (marco aurélio cunha, sylvio de barros e roberto natel) podem divergir em relação a planos políticos. no entanto, as finanças do tricolor paulista e a negociação para o corte de salários dos atletas provocam um sentimento de preocupação. o time abriu 2020 com débito de r$ 106 milhões apenas com instituições bancárias e déficit de 2019 em r$ 156 milhões. o clube também chegou a atrasar os salários em carteira dos jogadores e dois meses de direitos de imagem estavam em aberto. a recomendação do conselho de administração para que a receita do departamento de futebol fosse reduzida. a ideia era que a folha salarial sofresse uma redução de 10% e o orçamento para contratações era mais baixo. e o clube não trouxe reforços e apostou na manutenção do elenco.</s>",fake
"Covid: Agência europeia estuda possível autorização da vacina Novavax  

a agência europeia de medicamentos (ema) anunciou nesta quarta-feira (17) que começou a avaliar um pedido de autorização na união europeia para a vacina anticovid da empresa farmacêutica americana novavax e disse que pode emitir um parecer em ""algumas semanas"". ""a ema começou a avaliar um pedido de autorização de comercialização condicional para a vacina anticovid da novavax"", disse o regulador da ue em um comunicado. ""a avaliação será realizada em um cronograma acelerado"", informou a ema, explicando que o parecer sobre a autorização de introdução no mercado pode ser emitido ""em questão de semanas"".",fake
"Um guardião de indígenas isolados contra o avanço da covid-19  

o novo coronavírus já matou mais de 651 indígenas no país, segundo levantamento paralelo das organizações não governamentais, é uma ameaça para os grupos de indígenas que vivem em isolamento na amazônia. no caso do sars-cov-2, a contaminação de um isolado pode levar ao extermínio do grupo inteiro. jair candor atua com sua equipe para impedir que o vírus atinja duas comunidades isoladas na amazônia: os kawahiva do rio pardo e os piripkura.</s>",fake
"Coronavírus põe cemitérios de Nova York à prova  

o dobro de cremações e cinco vezes mais enterros: green-wood, o maior cemitério de nova york, atingiu o limite de sua capacidade devido ao fluxo incessante de cadáveres de vítimas do coronavírus. a onda de mortos pela covid-19 chegou na terceira semana de março neste gigantesco cemitério do brooklyn criado em 1838, um dos mais bonitos da cidade, com 193 hectares sobre a baía de nova york. lá estão os restos mortais do compositor leonard bernstein e do pintor jean-michel basquiat. ""começou com as cremações"", explicou eric barna, vice-presidente responsável pelas operações. alguns dias, o número excedia ""em quatro ou cinco"" o volume normal. atualmente, o cemitério realiza de 130 a 140 cremações por semana, contra 60 em tempos normais.",fake
"Monitor do PIB aponta alta de 0,7% em maio ante abril, diz FGV  

o pib brasileiro avançou 0,7% em maio ante abril, segundo o monitor do pib, apurado pelo ibre-fgv (instituto brasileiro de economia da fundação getulio vargas). a comparação com maio de 2019, a economia teve uma retração de 13,3% em maio de 2019. em nota, a fgv destacou que as retrações em todos os componentes do pib foram concentradas em março e abril, por causa do isolamento social adotado na contenção da pandemia de covid-19. no mês de abril, a previsão da retração foi de 9,3% frente a março. ainda é cedo para afirmar que o crescimento de 0,7% frente a abril indica uma retomada da economia. mesmo com a alta de 0,6% ante abril, as atividades ainda estão em patamar 13,2% abaixo do que era em fevereiro.</s>",fake
"Castillo responde a Keiko e pede que peruanos não caiam em provocações  

o candidato de esquerda pedro castillo respondeu ao pedido de anulação de 200 mil votos da sua adversária na eleição presidencial peruana, keiko fujimori. o professor e sindicalista tem apenas 71 mil votos de vantagem para a candidata de extrema-direita, que é filha do ex-ditador peruano alberto fujimori, preso desde 2019 para cumprir a pena de 25 anos. agradeço a todos os que resistirem às provocações. pedro castillo, candidato à presidência do peru</s>",fake
"Lula é líder, Bolsonaro, autêntico e Doria, aguerrido, diz França  

márcio frança, candidato pelo psb, responde sobre qualidades de lula, joão doria e bolsonaro em debate realizado pelo uol e folha de s.paulo",fake
"Brasil registra 544 novas mortes por covid-19 em 24 h e soma 150.236 óbitos  

desde ontem, foram registrados 544 novos óbitos por covid-19 em todo o país, totalizando 150.236 mortes pelo novo coronavírus. as informações são do consórcio de veículos de imprensa do qual o uol faz parte. o levantamento feito junto às secretarias de saúde dos estados apontam 24.650 novos casos registrados nas últimas 24 horas e um total de 5.081.840 diagnósticos desde o início da pandemia. a média móvel de mortes, calculada com base nos números de mortos dos últimos sete dias, é de 604, o que representa estabilidade em relação à variação de 14 dias atrás (-13%).",fake
"Projeto polêmico que cria incentivos para reciclagem de lixo segue para sanção  

andré de almeida, do escritório almeida advogados, que representa as empresas de reciclagem de sucata metálica, diz que a iniciativa permite que a própria indústria geradora dos resíduos se financie às custas de recursos públicos. segundo ele, o projeto prevê subsídios de bilhões de reais dos cofres públicos para financiar ações de desciclagem a um setor que já tem um faturamento elevado. para ele, não há dúvida de que a indústria tem condições de utilizar dinheiro próprio para se estruturar e financiar iniciativas. a situação fica ainda mais grave diante da discriminação promovida pelo projeto. o instituto aço brasil diz que vê com bons olhos todas as iniciativas que incentivem o uso da economia circular. o pl 6.545/2019 incentiva o reciclamento da sucata, prática histórica da siderurgia, como mais um incentivo para aumentar o mercado e reduzir a emissão de gases de efeito estufa no brasil.clineu alvarenga, presidente do instituto nacional das empresas de sucata de ferro e aço (inesfa), diz que é inaceitável a indústria de aço, que já é responsável por promover a logística reversa dos materiais inseridos no mercado, receber recursos públicos para",fake
"STF dá 48 horas para MEC responder sobre reabertura de inscrições do Enem  

o ministro do stf (supremo tribunal federal), dias toffoli, deu 48 horas para que o mec (ministério da educação) apresente informações a respeito do cumprimento da decisão que derrubou a exigência de justificativa para aqueles que faltaram na edição 2020 do enem. a determinação acontece após a educafro e a rede manifestarem ao stf que o mec não está cumprindo integralmente a decisão dos ministros. no começo deste mês, o órgão aprovou a reabertura das inscrições e determinou que o governo federal deixasse de ""exigir justificativa de ausência do enem 2020, de quaisquer candidatos, em razão do contexto pandêmico"".",fake
"Mandetta vê desafio em retorno do futebol e Olimpíada como divisor de águas  

ex-ministro da saúde, luiz henrique mandetta vê dificuldades na volta tanto do campeonato brasileiro quanto da libertadores e eliminatórias para a copa do mundo de 2022. em entrevista ao sportscenter, programa da espn, ele comentou a complexidade da busca de um 'ponto de equilíbrio' para realização das competições. entre os deslocamentos para as viagens, o brasil é um continente. nós temos cidades que estão em situações muito complexas, cidades que têm times na série a. e depois, você tem todo o círculo do futebol que também precisaria ter cuidados extremos de biossegurança, em um momento em que o número de casos no brasil está subindo. e isso vai exigir um grande debate entre os organizadores do evento, profissionais da medicina esportiva e da epidemiologia e sanitaristas.</s>",fake
"Socialite de festa nos Jardins diz que foi mal interpretada e ataca Frota  

a socialite liziane gutierrez, que se envolveu em uma polêmica após mandar a polícia ir “pra favela” durante a força tarefa da polícia civil na madrugada de ontem em festa com 500 pessoas nos jardins, disse que sua fala foi mal interpretada por um policial. em live realizada na noite de hoje, ela disse que a frase foi uma resposta a um policial e ainda chamou o deputado federal alexandre frota (psdb-sp) de babaca. a história da 'favela' foi o seguinte: não falei menosprezando ninguém, um policial virou e disse que era mais fácil interromper uma festa na favela do que no jardin. a blitz foi comandada pelo deputado alexandre frota.</s>",fake
"TSE derruba veto e volta a cassar mandatos de prefeitos durante a pandemia  

um mês após defender que prefeitos cassados poderiam ficar em seus cargos até o fim do ano, mesmo que condenados por compra de votos, o tribunal superior eleitoral (tse) mudou de posição. durante julgamento ontem, a corte entendeu que a pandemia do novo coronavírus não é mais empecilho para a realização de eleições suplementares e decidiu que chefes do executivo municipal podem ser afastados. ontem, ao cassar o prefeito de lins (sp), edgar de souza, e seu vice carlos alberto daher, por abuso de poder político durante a campanha de 2016, os ministros da corte determinaram eleições indiretas pela câmara municipal, para um mandato-tampão na prefeitura. a decisão foi unânime. no julgamento do caso do prefeito de ribeira do piauí, arnaldo araújo (mdb) e de presidente figueiredo (am), romeiro mendonça (progressistas), o tse entendeu por que a troca de chefe do executivo não atrapalharia as ações de combate à covid-19, e que novas eleições em meio à pandemia ofereceriam riscos à saúde pública.</s>",fake
"Com 'lockdown', média móvel de casos de coronavírus no Reino Unido cai 79%  

depois de 47 dias de confinamento no país inteiro, a média móvel diária de novos casos caiu 79%, passando de 59 mil para 12 mil. também se observa uma redução sustentada no número de internações e mortes e de vacinação. o primeiro-ministro boris johnson deve anunciar nesta segunda-feira, 22, um plano para aliviar as restrições. a primeira atividade a ser retomada será o ensino presencial nas escolas, no dia 8 de março. a retomada precisa ser gradual para dar tempo de observar os números e, se necessário, voltar com as medidas severas de isolamento. a infectologista ana luiza gibertoni explica que o lockdown é uma consequência natural do seu crescimento. a média móvel de pessoas admitidas em hospitais com covid-19 chegou a 4.230 em 9 de janeiro. no dia 12 de fevereiro, último dado do governo, o número estava em 1.583, uma redução de 62,5%. no mesmo dia, a taxa de mortes por dia caiu para 494, um aumento de 61%. o reino unido conseguiu provar que o 'lockdown' é uma boa medida para conter o coronavírus. a médica do nhs afirma que ainda não é possível afirmar que a vacinação está ajudando no controle da",fake
"Anvisa inclui hidroxicloroquina e cloroquina na categoria dos remédios controlados

a agência nacional de vigilância sanitária (anvisa) decidiu nesta sexta-feira (20) enquadrar a hidroxicloroquina e cloroquina como medicamentos de controle especial. segundo informações da agência a procura por hidroxicloroquina aumentou depois que algumas pesquisas indicaram que o produto pode ser utilizado no tratamento do sars-cov-2. mas não há nenhuma comprovação sobre o benefício da substância no tratamento do novo vírus. as substâncias estão presentes em medicamentos contra a malária, reumatismo, inflamação nas articulações, lúpus, entre outros. a medida é para evitar que pessoas que não precisam do medicamento provoquem o desabastecimento do mercado. na quinta (19) a anvisa informou que os medicamentos que possuem a substância não são recomendados no tratamento da covid-19.",fake
"Bolsonaro muda postura em diálogos com apoiadores e evita dar respostas  

o presidente jair bolsonaro (sem partido) mudou de postura em conversas com apoiadores, antes longas e descontraídas, em frente ao palácio da alvorada, em brasília, e passou a dar respostas curtas e evitar gravações. ""desculpa não poder falar muito [com vocês], é porque deturpam tudo"", justificou o presidente, com semblante sério, antes de deixar o local. em outro momento, um dos apoiadores se aproximou e pediu para que bolsonaro gravasse um vídeo como forma de agradecimento ao seu cunhado, que é médico e estaria ""fechado"" com o presidente, segundo ele. bolsonaro se recusou a gravar o vídeo.",fake
"Por unanimidade, STF determina mais mudanças na política de segurança pública do Rio

por unanimidade, os ministros do supremo tribunal federal (stf) decidiram impor novas mudanças na política de segurança pública do rio de janeiro. no começo do mês, a corte estabeleceu limites às operações policiais realizadas em comunidades do estado durante a pandemia da covid-19. o julgamento terminou na noite desta segunda-feira (17) e foi realizado no chamado plenário virtual. as medidas impactam especialmente a atuação das forças de segurança do estado. seis ministros seguiram as restrições estabelecidas pelo relator da ação, edson fachin. os ministros determinaram ao governo local as seguintes ações:",fake
