Noticia,Rotulo
"Pfizer admite que vai levar 5 anos para descobrir riscos de vacinas para crianças #boato

“a pfizer admite que leva “5 anos” para estudar os riscos de miocardite e pericardite em crianças em documento oficial que você encontra no site da fda americana, o laboratório da pfizer admite da maneira mais simples na página 11 que precisará realizar 5 estudos, incluindo um de mais de 5 anos para medir os riscos de ”ataques cardíacos”, como miocardite e pericardite em crianças de 5 a 12 anos. eles admitem claramente que o número de participantes no programa atual é insuficiente”.",true
"Facebook anuncia compra do Telegram por US$ 24,5 bilhões #boato

fim da guerra: facebook anuncia compra do telegram por us $ 24,5 bilhões apesar de ser uma operação anunciada há oito meses, a aquisição definitiva do telegram pelo facebook não foi encerrada até hoje, depois de ambas as empresas terem esclarecido as dúvidas que a compra apresentava em termos de privacidade e garantia da concorrência. [ ]após o endosso da comissão europeia na última sexta-feira, o facebook apressou-se em finalizar a compra na segunda-feira, e adquiriu o serviço de mensagem móvel mais popular do mundo (o telegram tem atualmente 200 milhões de usuários) por 24.500 milhões de dólares .o valor final foi de 24.500 milhões, quase 3.000 a mais do que o anunciado em fevereiro, porque mais da metade do dinheiro foi pago em ações do facebook, que até agora este ano se valorizaram no mercado eletrônico nasdaq a 42 [ ]",true
"China acusa Eduardo Bolsonaro de ameaçar a relação entre Brasil e o país  

a representação diplomática chinesa no brasil repudiou veementemente e classificou como 'totalmente inaceitáveis' as declarações do deputado eduardo bolsonaro sobre a tecnologia 5g do gigante asiático.",fake
" Ministério da Saúde lança pesquisa para avaliar comportamento da Covid no Brasil 

o ministério da saúde realiza na manhã desta quarta-feira (5) evento de lançamento da pesquisa de prevalência de infecção por covid-19 no brasil (prevcov). o estudo tem como objetivo identificar o perfil de infecção por coronavírus na população brasileira utilizando a mesma amostra populacional da pnad covid-19, desenvolvida pelo instituto brasileiros de geografia e estatística (ibge). a pnad covid foi realizada para detectar a presença de anticorpos contra a doença na população brasileira, já a prevcoc visa entender o comportamento da doença no país e os fatores determinantes para a propagação, como características socioeconômicas, demográficas e epidemiológicas dos participantes.",fake
"Entenda o que é a ‘depressão sorridente’ e como identificá-la

none — o indivíduo com depressão atípica vivencia situações positivas com maior intensidade que outras — diz o psicólogo ramon terra. nane — a pessoa leva uma vida muito similar à de quem não apresenta o quadro depressivo. none none none — eu vou passar por cima dessa doença — diz. na internet, whindersson disse sentir-se angustiado todos os dias.none — quando a ansiedade impede que a pessoa crie laços sociais, construa relações interpessoais e prejudica o trabalho.</s>",fake
"Contagem de votos é feita pelo TSE e não por empresa terceirizada, como afirma post

o vídeo que usa declarações do ministro luís roberto barroso de 2020, quando era presidente do tribunal superior eleitoral (tse), para afirmar que existe uma terceirização de serviços envolvendo a contagem de votos nas eleições brasileiras. o conteúdo está e não explica que, apesar de haver um prestador de serviço de suporte e manutenção dos computadores do tribunal, quem controla os equipamentos são os próprios servidores do tse.",true
"Autores de estudo sobre hidroxicloroquina retiram artigo da The Lancet  

três autores de um artigo que constatou que a hidroxicloroquina aumentou o risco de morte em pacientes com covid-19 retiraram o estudo da the lancet, onde foi publicado na semana passada, mencionando preocupações com a qualidade dos dados por trás dele. o medicamento para tratamento da malária tem sido controverso em parte devido ao apoio do presidente dos estados unidos, donald trump, bem como as implicações no estudo publicado na lancet. os três autores afirmaram que a surgisphere, a empresa que forneceu os dados, não iria transferir o conjunto completo de dados para uma análise independente e ""não podem mais garantir a veracidade das fontes primárias de dados"". o quarto autor do estudo, o doutor sapan desai, ceo da surgisphere, recusou-se a comentar sobre a retirada.",fake
"Em entrevista para jornal americano, Lula chama brasileiros de ""dementes"".  Veja o que Lula respondeu durante uma entrevista para o jornalista americano Glenn Greenwald.  Perguntaram ao petista quais os motivos que teriam levado os parlamentares (e o povo que apoiou o impeachment) a favorecerem o afastamento da presidente Dilma. ""Insanidade mental"" , respondeu o petista. ""Alguns brasileiros"" estão sofrendo de insanidade mental [...] é a explicação mais evidente para um ato de loucura como defender o impedimento de uma chefe de governo que, evidentemente, ""não cometeu nenhum crime"" . A entrevista de Greenwald com Lula foi publicada no site The Intercept , no qual o jornalista é o principal colaborador. O ex-presidente também disse que os atuais problemas econômicos do Brasil decorrem da crise de 2008, a crise da ""marolinha"". (informações Intercept)
",fake
"SUS: Queiroga rebate críticas sobre valor de procedimentos cardiovasculares  

o ministro marcelo queiroga rebate críticas que tem recebido de sociedades de cardiologia depois de publicar portaria que reduz os valores que podem ser pagos pelo sus (sistema único de saúde) em materiais e procedimentos utilizados pelos profissionais da área. nos últimos dias, diversas entidades da cardiologia intervencionista e cirurgia cardiovascular têm se mobilizado contra a medida. o ministério da saúde iniciou uma reestruturação do modelo de remuneração. a redução do investimento trata-se de uma otimização de recursos públicos.</s>",fake
"Presidente do Equador corta próprio salário pela metade  

na segunda parte do boletim coronavírus desta segunda (13), o médico psiquiatra jairo bouer comenta o recorde de filantropia com as doações no brasil e a medida tomada pelo presidente do equador, que cortou seu próprio salário pela metade, no combate ao novo coronavírus. além disso, o boletim desmente mais uma fake news, dessa vez relacionada ao café brasileiro. notícias: recordes e inovações na filantropia brasileira",fake
"        Site usa texto sobre boa aprovação de Lula para tratar de apoio a Bolsonaro 16/07/2020 20h32 

pesquisa recente do datafolha tenha apontado 64% de aprovação do presidente jair bolsonaro (sem partido). o texto publicado pelo site notícias de direita, em 13 de julho deste ano e depois retirado do ar, afirmava que houve ""recorde de aprovação"" do governo atual, mas se trata, na verdade, de cópia de uma matéria do portal g1 de setembro de 2008. a reportagem original mostra os números de aprovação do segundo governo do ex-presidente luiz inácio lula da silva (pt), e não de bolsonaro. na realidade, a última pesquisa publicada pelo datafolha, realizada nos dias 23 e 24 de junho, mostra que apenas 32% dos brasileiros aprovam a gestão de bolsonaro - ou seja, consideram ela ""ótima"" ou ""boa"" -, enquanto 44% acreditam que ela é ""ruim"" ou ""péssima"".",true
"        Em entrevista, Lula erra sobre gasolina e acerta ao relembrar preço do gás 21/07/2021 20h52 

durante entrevista à rádio jovem pan de aracaju na manhã de ontem (20), o ex-presidente luiz inácio lula da silva errou ao falar da produção de gasolina no brasil e não deu o contexto completo de dados sobre empregos durante os anos de governo do pt. por outro lado, o petista acertou ao citar números do desemprego atual no brasil e ao lembrar que, durante seus mandatos, o preço do gás na refinaria de fato não aumentou. veja as declarações checadas pelo uol confere:",true
"        Aquecimento global interfere no aumento dos furacões? 09/09/2017 19h09 

sob a influência de harvey, irma e katia, as redes sociais foram inundadas nesta semana de informações e curiosidades a respeito da relação entre o aquecimento global e o aumento da frequência de furacões no atlântico norte --e também de terremotos. a reportagem do ""aos fatos"", com auxílio de parceiros da ifcn (international fact-checking network), como o factcheck.org, checou as dúvidas mais comuns em relação ao impacto das mudanças climáticas nesse tipo de fenômeno natural.",true
"Postagem usa foto de atos sem presença de Lula para tentar desacreditar pesquisas eleitorais

é enganosa a publicação que tenta desacreditar as pesquisas eleitorais colocando lado a lado imagens de supostas manifestações de apoio a lula, com poucas pessoas, e em apoio a jair bolsonaro lotadas, junto a dados de uma pesquisa divulgada em junho de 2022 que mostra o petista à frente da disputa. o conteúdo foi compartilhado por pelo menos dois políticos. as consultas ao eleitorado registram um recorte do momento e não uma previsão do futuro.",true
"Foto de médico chinês morto em 2016 é tirada de contexto para criticar descaso com a quarentena

postagens com mais de 19 mil interações no facebook criticam a ""irresponsabilidade"" das pessoas na quarentena ao mostrar a foto de um grupo de médicos fazendo reverência a uma pessoa morta no leito de um hospital. o conteúdo sugere que um profissional de saúde morreu de covid-19 tratando pessoas infectadas pelo novo coronavírus, ao mesmo tempo que a população frequenta lojas, centros e shoppings ""como se nada estivesse acontecendo"". porém, a imagem foi tirada de contexto para ilustrar a narrativa.",true
"        É falso: Datafolha não realiza pesquisa online sobre eleição presidencial 13/10/2018 04h00 

uma mensagem que circula por aplicativos e redes sociais diz apresentar uma nova forma de pesquisa do datafolha. segundo o texto, encaminhado com um link falso, o instituto estaria realizando agora uma pesquisa online para saber em quem os eleitores pretendem votar para presidente. ""oi, o datafolha lançou a nova pesquisa eleitoral de 2º turno para presidente, eu já votei em quem prefiro que ganhe"", diz a mensagem. ""faça sua parte aqui! sua opinião é importante para o brasil!""",true
"Biden e Yellen reforçam defesa do pacote e alertam para custo de falta de ação  

o presidente dos estados unidos, joe biden, e a secretária do tesouro do país, janet yellen, reforçaram nesta sexta-feira, 29, a defesa do pacote fiscal de us$ 1,9 trilhão, que enfrenta a resistência de parlamentares republicanos. durante ma reunião da equipe econômica, no salão oval da casa branca, os dois também alertaram para os custos de não combater os impactos da pandemia de covid-19. ""os benefícios de agir agora e agir com grandeza superarão em muito os custos no longo prazo"", declarou yellen, ex-presidente do federal reserve (fed, o banco central norte-americano). ""se não houver mais ajuda, muitas pequenas empresas serão prejudicadas"", acrescentou a secretária.",fake
"Latam prevê operar 50% da capacidade pré-pandemia até o final do ano  

o presidente-executivo da latam airlines, roberto alvo, disse hoje que espera que a maior companhia aérea da américa latina esteja operando com cerca de metade da capacidade anterior à pandemia até o final deste ano, e que uma recuperação total é improvável por pelo menos três a quatro anos. a latam entrou com pedido de recuperação judicial nos estados unidos no mês passado, com o objetivo de reestruturar 18 bilhões de dólares em dívidas. até então, a empresa era a maior companhia aérea do mundo a buscar proteção contra credores por causa da pandemia de coronavírus. alvo acrescentou que a latam espera encaminhar à justiça dos eua um plano de recuperação de 2 bilhões de dólares nos próximos dias.",fake
"Datena afirma que candidatura a prefeito de SP não é mais 'prioridade'  

pré-candidato a prefeito de são paulo pelo mdb, o apresentador josé luiz datena afirmou que, mais uma vez, pode desistir da disputa eleitoral. o apresentador disse que, diante das mortes e da crise econômica, a eleição não é sua prioridade e que seu papel como jornalista tem sido mais importante para ajudar as pessoas. de acordo com o apresentador, seus programas na rádio e na tv têm recebido autoridades do governo para falar sobre a pandemia do coronavírus. o presidente jair bolsonaro concedeu quatro entrevistas ao jornalista.</s>",fake
"Facebook anuncia restrições em publicações e páginas de militares em Mianmar 

o facebook anunciou que está promovendo restrições aos militares de mianmar em sua plataforma. a medida vai limitar a distribuição de posts de páginas e perfis de militares ligados ao tatmadaw, como são conhecidas as forças armadas do país. a suspensão indefinida das capacidades das agências governamentais de mianmar de enviarem solicitações de remoção de conteúdo ao facebook.</s>",fake
"Luiz Fernando Teixeira ESPECIAL PARA O ESTADO Quando Humberto Pellegrini assumiu o cargo de síndico de um condomínio no Jardim Paulista, há dois anos, ele não sabia como funcionava a burocracia para permitir a reforma de um apartamento. Em 2014, a Associação Brasileira de Normas Técnicas (ABNT) havia baixado a norma NBR 16.280, que estabelece requisitos para controle de processos, projetos, execução e segurança em edificações. “A norma foi criada para atender uma demanda do mercado, identificada há muito tempo pelos profissionais, porém trabalhada, discutida e publicada apenas após a incidência de acidentes com edificações em condomínios que vieram a público”, 
",true
"Programa de empréstimos pagos com impostos é uma saída para microempresas  

o governo vem estudando medidas de subsídio a microempresas na forma de empréstimo não-reembolsável, um modelo já adotado em outras economias. o mecanismo proposto pelo governo cria incentivos para diminuir a inadimplência tributária, em especial na categoria de empresários de menor porte. a proposta é replicar o modelo de dívida conversível em ações que socorreu em 2008, e socorrerá na atual crise. o próprio governo, através do bndes, tem tomado essa direção para as aéreas. não há aumento de alavancagem na micro empresa, nem de risco de falência.</s>",fake
"YouTube promove vídeos com desinformação sobre mudança climática, mostra estudo

um estudo realizado em seis países indica que o youtube está impulsionando conteúdo desinformativo sobre mudanças climáticas. o relatório, produzido pela plataforma avaaz, analisou os vídeos recomendados pela plataforma a usuários que buscaram informações sobre aquecimento global, climate change (mudança climática) e climate manipulation (manipulação climática) entre agosto e dezembro de 2019. entre os cem vídeos sugeridos pelo youtube, 16% continham informações falsas ou enganosas.</s>",fake
"A sonda Curiosity encontrou uma flor em Marte?

a notícia surgiu na primeira semana de março de 2022 e se espalhou rapidamente em publicações feitas em sites e blogs. de acordo com o texto, a sonda curiosity teria encontrado o que parece ser uma forma de vida mineral-vegetal em marte!",true
"FBI foi convocada pela Carmen Lucia para auxiliar nas
investigações da Lava-Jato. FBI terá o direito investigativo sobre as violações de mais de duzentas categorias de
crimes federais.
A atitude se deu por parte da Justiça Federal devido a descobertas de movimentações
financeiras do “petrólão” em bancos norte-americanos.
Investigadores da PF estiveram nos Estados Unidos e obtiveram acessos a registros
bancários que ultrapassam a quantia de 250 milhões de dólares.
Os titulares desses depósitos já estão sendo investigadores e a dupla parceria entre
Brasil/EUA irá analisar a logística reversa no uso de offshores por agentes públicos,
empreiteiros e políticos.
",fake
"Austrália dará auxílio para vítima de violência doméstica deixar parceiro  

com a ajuda financeira do governo, os cidadãos deixem parceiros agressivos. o benefício vale para mulheres de qualquer gênero. a oferta é de 5 mil dólares australianos, o equivalente a r$ 20,9 mil na cotação atual. as opiniões divergem sobre o projeto.</s>",fake
"CMN aprova gasto extra de R$ 437 milhões para imprimir mais de R$ 100 bilhões em cédulas

o conselho monetário nacional aprovou um gasto extra de r$ 437 milhões para impressão de cédulas. a previsão é de que a casa da moeda imprima r$ 100 bilhões adicionais em papel. o banco central informou em ofício ao cmn que a procura por cédulas bateu recorde nos últimos 26 anos. o bc cita a crise do novo coronavírus como um dos motivos para o aumento da procura.</s>",fake
"Homofobia, salário de mulheres e inadimplência: os erros de Bolsonaro em sabatina

[durante a ditadura militar] a nossa economia passou da 49ª para a 8ª economia do mundo - jair bolsonaro",true
"É antiga notícia sobre navio russo suspeito de espionagem na costa brasileira

a reportagem diz que o navio yantar sumiu dos radares durante seis dias após ser identificado pela marinha do brasil. quando foi localizado novamente, estava próximo ao litoral do rio de janeiro, onde atracou. sem dizer que trata-se de uma matéria antiga, a postagem leva usuários a pensarem que é atual. um deles diz que ""a rússia já estava se preparando há muitos anos"" e que teria ""700 bilhões de dólares guardados"", referência à",true
"Trump admite que mais gente deve morrer com retomada da atividade econômica  

o presidente dos estados unidos, donald trump, admitiu que mais cidadãos morrerão após a retomada da atividade econômica no país, mas novamente minimizou a ameaça do coronavírus com rosto descoberto durante uma visita a uma fábrica de máscaras. ao ser perguntado pela rede abc news se acredita que o número de mortes aumentará devido ao fim das medidas de confinamento para reativar a economia, o presidente disse que isso acontecerá porque as pessoas não estarão confinadas em um apartamento, casa ou onde quer que esteja. a campanha para reeleição de trump em novembro começa após a maciça ordem de contenção imposta para impedir a propagação do vírus.</s>",fake
"Saldo comercial recua 33,1% no primeiro trimestre; subsecretário culpa covid-19  

o saldo comercial brasileiro somou us$ 6,1% no primeiro trimestre, um recuo de 33,1%. nesse período, as exportações caíram 3,7% e as importações, 2,6%. o subsecretário de inteligência e estatísticas de comércio exterior, hélio brandão, atribuiu o desempenho do período ao desaquecimento da economia mundial, agravado pela pandemia de coronavírus. ""entendemos que eventuais impactos específicos da covid-19 podem refletir principalmente em questões logísticas relacionadas ao fluxo das exportações"", afirmou ele. segundo brandão, produtos como soja, petróleo e minério de ferro não sofreram impactos logísticos. ""em algum momento, exportadores relataram preocupação com falta de contêineres para embarcarem seus produtos. mas não tivemos confirmação de que isso ocorreu"", completou.",fake
"Após explosão de Covid-19, companhias suspendem cruzeiros no Brasil até 21 de janeiro

a associação brasileira de navios de cruzeiros brasil interrompeu as operações em portos brasileiros após surto de covid-19 no interior das embarcações. a suspensão temporária e voluntária ocorre com efeito imediato para novas partidas. o ministro da saúde, marcelo queiroga, disse que o governo avaliava possíveis alterações nas regras para cruzeiros. a agência informou que o ministério da saúde suspendesse a temporada de cruzeiros com base em “dados epidemiológicos nacionais e mundiais” e sobre o aparecimento e a transmissão em território nacional da variante ômicron. os navios interditados no fim do ano foram interditados devido a surtos de covid-19. none none</s>",fake
"Covid-19: Ministro quer afrouxar quarentena sem saber número real de mortos  

saiba que o número de infectados e mortos da covid-19 é um retrato atrasado e incompleto da pandemia. a contagem não traduz a realidade. o ministro da saúde, nelson teich, fiou-se nessa ficção, para justificar que o país é um dos que melhor performa em relação à covid. entende-se que, na ansiedade de entregar a encomenda do chefe, ele atropele alguns pontos.</s>",fake
"Em entrevistas a rádios locais, Ciro erra dados sobre reforma agrária, desemprego e concentração bancária

o lula concentrou na mão de apenas cinco bancos 85% de todas as transações financeiras - ciro gomes",true
"Senado vota projeto para criar linha de crédito a micro e pequenas empresas  

o senado vota, nesta terça-feira, 7, um projeto de lei para criar uma linha de crédito a micro e pequenas empresas durante a crise do novo coronavírus. a proposta, que dependerá de avaliação da câmara, prevê a destinação de r$10,9 bilhões do tesouro para operacionalizar o financiamento. na última sexta-feira, o presidente jair bolsonaro assinou uma medida provisória para financiar o pagamento da folha salarial de pequenas e médias empresas. o projeto do senado garante crédito para micro empresas e uso do recurso para ações além dos salários, como capital de giro, e beneficia cooperativas de crédito. a medida não exige que as empresas garantam estabilidade dos funcionários. o financiamento deve ser feito no valor de metade da receita bruta anual.</s>",fake
"        No Nordeste, Lula infla dados de emprego, redução da miséria e Previdência 02/09/2017 04h00 

o ex-presidente luiz inácio lula da silva tem repetido, durante sua caravana no nordeste, iniciada no dia 16, uma série de dados referentes ao seu governo e ao da ex-presidente dilma rousseff. o uol acompanhou os discursos e entrevistas e selecionou dez declarações entre as mais citadas por ele para checar sua veracidade.",true
"Laboratórios públicos ampliam em 869% capacidade de testagem para Covid-19 no Brasil

novo boletim epidemiológico especial sobre a covid-19 traz informações detalhadas sobre a realização de testes no brasil, além de apresentar o perfil de casos e de óbitos pela doença o ministério da saúde publicou, nesta quarta-feira (1o), o boletim especial no 20 sobre a covid-19 no brasil. o objetivo é trazer dados mais precisos sobre o diagnóstico da doença e permitir ao poder público adequar ações e agir com mais efetividade. desde o início da pandemia, o ministério ampliou a capacidade de realização de exames rt-pcr na rede nacional de laboratórios.</s>",fake
"Boeing compra 51% das ações da Embraer #boato

caros amigos. a boeing norte-americana, acaba de comprar, 51% das ações da embraer, segundo o valor econômico. mais uma queda para o brasil. e nós, seguimos exportando açúcar, soja e farelo de soja e milho. só. nosso brasil é mesmo um zero à esquerda. reflexo do povo que aqui vive. que pena.boeing adquire 51% das ações da embraer s.a. boeing passa a ser acionista majoritária da embraer entenda como será o processo de reestruturação ozires silva lamenta, mas entende o cenário atual estratégia americana remete à defesa e segurança.",true
"Covid: Anvisa recomenda interromper temporada de cruzeiros no país com urgência  

a anvisa (agência nacional de vigilância sanitária) reforçou hoje a recomendação de suspender a temporada de cruzeiros no brasil, após três embarcações registrarem casos de covid-19 a bordo. no uol news, o colunista gustavo cabral comentou o assunto. #uolnews",fake
"De galpões a futebol, império de Menin cresce na pandemia  

o empresário rubens menin é um homem de muita sorte. em um país com mais de 1,7 milhões de pessoas infectadas pelo coronavírus, incluindo o presidente jair bolsonaro (sem partido), menin, 64, não só evitou ser contaminado pela doença como também viu seus negócios prosperarem — ao contrário do que ele mesmo achava que iria acontecer. quando os primeiros casos de coronavírus começaram a aparecer no brasil, a construção e venda de moradias para pessoas de baixa renda, principal atividade do clã menin, parecia ter o colapso garantido. o próprio empresário chegou a esperar uma queda de até metade nas vendas da mrv engenharia & participações, a terceira maior construtora de casas do mundo, disse ele em entrevista. para sua surpresa, ""o mercado não desacelerou"".",fake
"Responsabilidade na pandemia é decisiva para futuro de empresas, diz estudo  

doou roupas e outros equipamentos de proteção individual a hospitais e entidades médicas no brasil. a ação da empresa, fabricante de um tecido especial usado em vestimentas de proteção contra a covid-19, é uma das medidas que a iniciativa privada tem tomado desde que as rotinas foram alteradas pela pandemia. etore frederici, diretor de vendas da dupont, doou itens para a área da saúde em um momento em que centros médicos enfrentam maior demanda e dificuldade de reposição de epis. o setor empresarial brasileiro vem doando itens, promovendo ações educativas e discussões sobre os impactos da pandemia na sociedade. para especialistas, essas articulações são determinantes para o futuro.</s>",fake
"Publicação lista 31 ações de Bolsonaro em três meses, mas só sete são verdadeiras

criou a pec da previdência mostram publicações no facebook",true
"Posts distorcem dados de 2019 e 2020 para negar as mais de 100 mil mortes por covid-19

publicações omitem a informação de que os dados do portal da transparência do registro civil não têm atualização imediata e que medidas como o isolamento social podem ter reduzido o número de falecimentos por outras causas em 2020. no estado de são paulo, por exemplo, o número de mortes no trânsito de janeiro a junho caiu 11%, em comparação a 2019",true
"Quarta-feira, 27 de dezembro de 2017. Boa noite! Aqui estão as principais notícias para você terminar o dia bem-informado. Em novembro deste ano, 12.292 empregos com carteira assinada foram fechados, informou hoje o Ministério do Trabalho. A cifra negativa interrompe uma sequência de 7 meses seguidos de criação de postos de trabalho. Os dados foram computados no mesmo mês em que começou a vigorar a nova lei trabalhista. No mesmo dia, o ministro do Trabalho, Ronaldo Nogueira, pediu demissão do posto. Ele alegou que pretende se preparar para a campanha eleitoral do próximo ano e não aos dados do emprego divulgados hoje. Com o resultado de novembro sobre o trabalho formal, foi interrompida uma série de sete meses seguidos em que as contratações superaram as demissões . O resultado foi o pior desde março de 2017. ""Isso não significa interrupção do processo de retomada do crescimento 
",true
"É #FAKE que parciais divulgadas durante a apuração da eleição em SP mostrem fraude na votação na cidade

uma mensagem que circula nas redes sociais afirma que a relativa estabilidade nas divulgações parciais da apuração dos votos em são paulo revela uma fraude nas eleições municipais deste ano. .",true
"        Na TV, Alckmin exagera sobre SUS e cita dado insustentável sobre educação 25/07/2018 16h32 

em entrevista ao programa roda viva, da tv cultura, na última segunda-feira (23), o pré-candidato do psdb à presidência, geraldo alckmin, falou de saúde, educação, sindicatos e dívida pública. ele exagerou ao citar demora em correção da tabela do sus (sistema único de saúde). em relação a gastos do orçamento federal para a educação básica, o ex-governador de são paulo utilizou números corretos. aos fatos, em parceria com o uol, selecionou algumas de suas afirmações e as checou. veja abaixo o resultado.",true
"Preço do gás de cozinha vai aumentar 8,9% nesta terça, diz Petrobras #boato

“gás de cozinha vai aumentar” preparem o bolsos a petrobras anunciou ; mais um novo reajuste de 8,9% no gás glp (gás de cozinha) a partir da próxima terça feira (05). a justificativa do reajuste ficou por conta ; das altas cotações do produto no mercado internacional. [ ] pela nova política de preços adotada pela petrobras o valor passou a ser revisado mensalmente, sendo que o ultimo reajuste pratica foi a cerca de um mês. o novo reajuste ;pegou de surpresa tanto os empresários como a população e acontece exatamente no momento em que o setor passa por ;dificuldades de abastecimento em virtude da paralização dos caminhoneiros deixando a dúvida se não um certo oportunismo por parte da petrobras. ; ; o reajuste de 8,9% não se incidirá sobre o produto destinado ao uso comercial e industrial.",true
"MEC vai privatizar universidades públicas e cobrar mensalidades na graduação #boato

ministério da educação convocou reitores para reunião nesta quarta (17), onde deve anunciar privatização das universidades públicas. segundo informações passadas pelo secretário de educação superior do ministério da educação, arnaldo barbosa de lima júnior, ao jornal valor econômico, o novo programa se chamará future-se e tem como um dos objetivos promover a autonomia financeira das instituições. em outras palavras, permitir que atuem como empresas.outras informações divulgadas em um evento privado na noite de sexta-feira 12 dão conta de que o plano prevê ainda que as universidades públicas deixarão de ser administradas sob o regime jurídico de direito público, deixando de ser autarquias e fazendo com que seja implementada uma política de cobrança de mensalidade para cursos gratuitos.",true
"Aneel decide não cobrar tarifa extra na conta de luz até dezembro de 2020  

a aneel, agência nacional de energia elétrica, decidiu hoje manter a bandeira verde tarifária acionada até o dia 31 de dezembro de 2020. na prática, não haverá cobrança de tarifa extra na conta de luz dos brasileiros neste ano marcado pela pandemia da covid-19. a agência decidiu que a medida emergencial da agência deve ser tomada como uma forma emergencial para auxiliar o setor elétrico. os valores das bandeiras tarifárias são atualizados anualmente de acordo com estimativas de mercado, inflação, projeção de volume da produção nas usinas hidrelétricas e o próprio histórico de operação do sistema interligado nacional e o pld (preço de liquidação das diferenças). a agência informou que os impactos da pandemia no consumo de energia e nas atividades econômicas alteraram significativamente os estudos e parâmetros utilizados na proposta da agência.</s>",fake
"China discursa na ONU contra militarismo e pede mais cooperação  

o presidente da china, xi jinping, criticou nesta terça-feira, em discurso na assembleia geral das nações unidas, intervenções militares e tentativas de impor a democracia em outros países, em uma aparente crítica aos estados unidos, e apelou para uma nova era de cooperação. ""os recentes desenvolvimentos na situação internacional mostraram mais uma vez que a intervenção militar por forças externas e a chamada transformação democrática são extremamente prejudiciais"", declarou xi em uma mensagem de vídeo para a assembleia geral.",fake
"É #FAKE carta sobre aposentadorias do INSS atribuída ao cantor Lulu Santos

um texto sobre aposentadorias do inss atribuído ao cantor lulu santos tem circulado muito nas redes sociais. segundo a postagem, o texto, que tem comparações de valores de aposentadorias de diferentes profissões, foi escrito pelo músico e publicado pelo jornal ""diário de são paulo"". a postagem .",true
"Fiocruz faz pesquisa para saber como vivem os brasileiros depois de um ano de pandemia

uma pesquisa da fundação oswaldo cruz (fiocruz) vai analisar o impacto social da pandemia de covid-19 no brasil. o objetivo é conhecer e avaliar como a população adulta do país se sente depois de vivenciar a crise pandêmica. a análise dos dados contribuirá para o planejamento e a melhoria das políticas públicas voltadas à saúde da população brasileira. para participar é preciso ser maior de 18 anos, morar no brasil e responder a um questionário on-line disponível aqui. essa é a segunda edição da pesquisa. a primeira foi realizada de junho a agosto de 2020 e mostrou que mais de 50% das pessoas relataram sentimentos de nervosismo, ansiedade e tensão. os participantes declararam também dificuldade para relaxar e controlar as preocupações, sensação de cansaço e desânimo.",fake
"Doria critica nova CPMF defendida por Guedes e pede privatizações  

o governador de são paulo, joão doria, criticou a possibilidade de novos impostos serem criados na reforma tributária que é discutida atualmente pelo governo federal. em especial, a respeito de um tema: o imposto sobre transações, nos moldes da antiga cpmf (contribuição provisória sobre movimentação financeira), defendido pelo ministro da economia, paulo guedes. o governador não vejo razão para aumento da carga tributária. o ministro do planejamento enviou uma proposta de substituição de pis e cofins por um único imposto, com alíquota de 12%. mas especialistas afirmam que a reforma sobe, sim, os impostos.</s>",fake
"Trump critica meios de comunicação por cobertura da reforma tributária

Em sua conta no Twitter, presidente dos Estados Unidos classificou como 'difamatória' cobertura da imprensa americana.

O presidente dos Estados Unidos, Donald Trump, lançou novos ataques nesta quarta-feira (20) contra os meios de comunicação do país. Em sua conta no Twitter, ele qualificou como ""difamatória"" cobertura da reforma tributária, que está prestes a ser aprovada pelos republicanos do Congresso.

""Os cortes de impostos são tão grandes e significativos e, no entanto, as notícias falsas estão fazendo horas extras para seguir o exemplo dos seus amigos, os democratas derrotados, e só difamar"", escreveu.

""Este é realmente um caso onde os resultados falarão por si, começando muito em breve. Empregos, empregos, empregos!"", concluiu o presidente.

Trump mantém uma guerra aberta com a maioria dos meios de comunicação americanos, os quais acusa de caluniar e manipular informações contra seu governo.

No caso do novo plano fiscal, que será a primeira reforma tributária desde 1986 e sua primeira grande vitória legislativa como presidente, os meios têm se concentrado nos efeitos da mesma, especialmente destinada a cortar os impostos das grandes fortunas e das corporações.

Além disso, segundo dados do Escritório Independente de Orçamento do Congresso (CBO, em inglês), a lei tributária aumentará em US$ 1,4 bilhão o valor do déficit americano.

No entanto, Trump considera a aprovação do pacote tributário como um grande feito depois de várias estrondosas derrotas no Capitólio, apesar de ter a maioria republicana nas duas câmaras, como suas reiteradas e falidas tentativas de derrubar a reforma sanitária do seu predecessor, o democrata Barack Obama.
",true
" Painel da Vacina: Brasil cai para 69º no ranking global de aplicação de doses 

o brasil caiu uma posição no ranking global de aplicação de doses de vacinas contra a covid-19,  ficando em 69.º lugar nas imunizações a cada 100 habitantes, de acordo com dados atualizados pela agência cnn nesta quinta-feira (19). no último dia 9, o país ocupava o 68.º lugar, segundo levantamento que cruzou informações das secretarias estaduais de saúde e do site our world in data, ligado à universidade de oxford, no reino unido.",fake
"Presidente da CPI diz que declaração de Bolsonaro deve complicar relação com China  

o presidente da cpi da covid, senador omar aziz, disse que as declarações de mais cedo do presidente jair bolsonaro sobre a china devem complicar as relações com o país asiático, no momento em que o brasil depende de insumos chineses para produzir vacinas contra a covid-19.</s>",fake
